"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32"
34,50,39,49,44,49,30,47,42,19,50,3,40,8,44,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,48,39,18,3,16,15,47,27,41,18,5,46,27,11,16,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
19,47,30,3,35,38,6,9,26,16,12,20,9,11,32,17,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1
23,25,38,21,48,5,11,40,31,30,40,33,10,20,2,11,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
32,9,27,23,16,8,9,31,7,1,33,5,5,2,37,2,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
18,37,23,6,16,22,44,12,30,29,11,45,18,2,48,18,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6,14,31,45,13,37,21,2,19,19,16,23,40,47,15,40,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
41,19,2,3,27,16,37,32,45,10,19,10,32,2,11,28,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
31,13,47,7,17,13,33,37,11,23,49,2,40,39,22,24,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
31,33,43,29,23,6,47,5,49,6,43,47,25,29,1,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8,25,8,38,20,13,42,39,39,30,36,18,4,17,48,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37,42,20,39,39,7,15,18,13,10,45,48,19,19,38,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,6,18,22,22,2,36,40,38,6,16,45,3,9,44,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3,46,3,25,25,15,8,23,50,49,21,48,19,25,30,28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
42,43,8,17,32,42,10,23,22,49,44,37,2,36,33,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3,41,23,16,7,32,37,48,10,39,47,1,20,34,14,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
44,8,33,21,28,25,17,41,2,22,42,21,5,33,2,12,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
17,35,30,38,43,6,11,49,43,36,13,16,20,21,29,42,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
13,14,7,11,26,2,37,5,47,42,32,34,34,47,15,43,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0
37,48,9,7,4,13,37,25,27,28,3,24,6,20,1,13,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
43,24,32,36,41,31,14,23,45,36,40,21,1,45,6,8,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
1,37,8,4,17,48,14,36,2,20,31,37,46,29,25,21,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
7,41,6,3,32,12,11,22,44,37,47,38,38,22,21,22,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
34,37,22,43,9,8,4,4,1,8,46,27,7,35,41,46,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0
22,29,38,25,20,5,29,8,24,22,35,42,3,50,10,46,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
34,33,28,48,7,22,8,15,45,32,5,1,19,38,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14,8,20,19,50,1,30,3,17,28,9,49,16,36,34,44,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
50,30,31,31,18,19,4,15,10,14,36,23,47,30,35,38,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
44,44,47,19,25,40,20,34,14,49,44,29,31,2,33,33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,48,11,45,8,26,47,3,23,28,28,12,12,22,10,10,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9,47,27,13,23,11,9,46,38,3,42,47,21,48,39,20,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
11,20,9,25,34,33,49,19,35,44,1,47,32,8,30,7,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
4,41,18,3,28,9,35,40,46,45,14,30,34,24,9,17,1,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1
48,46,38,25,13,14,44,47,16,38,47,50,41,47,20,19,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
5,27,19,6,6,48,12,11,28,4,25,30,46,30,21,6,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
38,25,36,24,34,18,4,45,11,4,14,36,27,41,13,36,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0
3,48,13,1,33,27,12,43,29,15,26,22,27,27,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,47,6,8,21,2,6,15,47,43,45,50,32,33,22,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3,4,16,10,49,24,47,8,20,3,23,28,31,8,37,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
33,21,12,40,49,18,11,9,47,35,49,1,25,33,48,35,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1
41,44,11,49,15,6,48,50,2,38,16,37,45,13,34,16,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
49,6,17,48,46,50,22,16,44,50,50,36,29,19,46,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,39,14,40,25,18,46,9,26,18,44,7,1,29,1,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
22,19,36,40,35,46,39,31,42,31,36,13,24,50,37,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
17,16,43,13,27,5,7,33,24,11,48,19,14,23,19,27,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
30,4,49,3,3,19,20,43,24,47,2,34,5,3,30,34,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16,44,32,5,12,44,38,17,31,39,16,47,41,45,48,30,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
11,1,8,44,42,15,3,25,22,27,14,11,44,32,35,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
1,23,27,24,20,21,43,24,30,40,39,29,15,8,27,21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
12,18,4,17,41,34,26,46,3,18,44,20,43,45,11,43,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0
46,20,21,18,25,35,6,2,4,49,40,28,42,32,34,19,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
2,20,6,3,34,10,42,33,38,39,17,16,13,23,19,41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
32,4,27,45,3,29,4,5,12,30,46,38,5,43,22,10,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
46,16,50,40,9,2,47,7,25,31,22,16,32,43,29,42,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14,17,28,34,43,16,20,17,17,28,21,43,48,29,41,5,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,1
26,9,38,11,7,35,22,22,28,47,37,41,11,47,42,48,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0
34,16,17,6,9,22,50,27,33,28,2,44,31,16,5,11,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1
31,47,28,31,25,4,27,18,16,48,19,44,39,21,38,27,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
11,47,13,31,43,19,41,50,49,7,19,18,8,23,19,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,8,20,16,11,30,33,23,13,21,19,38,45,37,22,33,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
33,21,15,37,49,9,21,1,6,39,22,14,3,11,21,10,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
23,25,26,17,25,43,39,18,42,27,35,23,1,6,22,43,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
40,8,9,21,1,12,8,45,42,41,42,12,42,44,42,48,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
31,26,20,46,25,23,17,21,49,15,25,23,9,30,14,21,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1
12,40,1,42,25,16,32,50,18,19,5,28,41,47,12,50,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
11,6,17,5,4,7,36,1,27,41,32,1,25,37,21,11,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1
39,10,33,25,19,19,47,4,46,20,19,22,38,40,36,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,7,17,19,28,33,18,43,20,10,4,4,11,18,41,39,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0
6,32,19,27,48,44,18,41,47,42,41,38,6,19,48,23,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
37,3,23,49,46,42,10,2,39,17,30,20,31,22,25,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15,17,40,8,32,15,21,42,35,40,42,33,39,34,3,13,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
9,38,40,45,4,8,48,6,28,44,44,24,14,12,45,11,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
22,7,10,22,1,40,16,29,40,48,22,6,36,3,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,6,46,39,23,3,23,45,7,11,28,36,28,8,46,44,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,34,4,25,25,15,9,43,26,39,23,31,15,34,32,25,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
7,8,34,50,31,32,21,44,7,49,26,15,46,9,40,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
7,7,23,14,43,12,13,43,12,39,25,3,33,47,31,40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12,43,31,19,4,7,28,11,25,38,23,19,3,5,41,14,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1
50,20,37,40,49,48,38,43,33,22,6,43,20,39,14,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
10,1,12,4,14,43,23,19,21,7,5,29,40,38,12,7,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0
41,4,20,49,17,19,25,29,19,26,8,37,4,1,49,23,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
3,47,50,24,14,50,45,11,6,1,44,12,34,38,27,7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
6,39,34,18,31,21,22,29,19,23,25,40,34,14,46,31,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
45,28,16,35,19,26,35,20,23,17,32,31,10,45,21,18,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
47,39,20,41,34,3,40,15,48,7,42,29,20,37,43,19,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
44,9,7,49,8,8,18,17,24,36,34,11,9,25,19,27,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
35,26,49,21,6,37,42,36,20,1,18,26,3,25,35,14,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
5,27,31,14,30,2,23,38,29,12,29,26,49,23,11,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
36,31,47,29,18,4,40,19,12,45,3,31,15,47,22,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,9,2,50,20,8,31,25,1,3,26,39,7,19,29,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,39,21,44,43,45,2,34,49,3,14,36,33,33,32,26,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
15,25,48,4,13,11,32,38,37,29,27,2,8,24,15,6,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
4,34,36,21,22,33,22,50,18,14,42,44,50,50,21,30,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
50,16,34,36,15,34,10,1,33,29,34,40,5,40,8,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,21,24,17,40,25,17,46,29,35,13,9,33,48,35,6,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
3,23,46,34,15,43,37,9,1,43,9,1,24,26,25,39,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
23,8,12,28,41,34,25,24,49,16,12,6,36,34,27,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
12,24,13,15,35,26,39,10,8,20,19,40,42,47,43,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,28,34,4,37,10,5,39,8,24,5,32,14,29,26,20,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0
13,33,2,34,8,20,37,11,46,46,47,22,45,29,1,24,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
50,45,3,39,47,6,18,3,9,27,29,47,18,46,26,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24,35,46,13,14,2,37,40,4,37,7,47,39,47,13,33,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0
20,32,5,40,46,4,41,42,46,1,40,29,7,17,35,34,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0
4,37,41,38,30,46,7,44,44,30,46,30,38,1,16,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
31,48,14,6,38,30,24,47,20,7,30,32,47,41,33,11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
2,7,16,45,21,33,24,6,34,16,19,28,37,19,35,34,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
37,29,4,3,29,32,27,29,41,12,43,40,47,40,6,20,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12,25,19,37,46,41,48,46,25,32,9,27,28,6,1,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
30,1,13,10,19,28,4,43,22,37,33,4,20,15,10,4,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
22,31,41,17,38,11,8,21,39,26,47,39,47,18,23,45,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
47,41,24,5,34,25,38,33,41,42,14,44,17,19,50,26,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0
7,31,2,1,16,42,5,50,19,15,19,5,25,39,3,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
13,5,26,47,3,34,19,46,9,38,27,19,20,29,24,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17,42,47,44,48,31,41,12,5,5,28,17,30,39,18,37,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
40,37,38,19,4,11,20,18,3,21,17,39,46,33,41,40,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0
7,17,10,38,16,41,47,8,20,31,18,45,32,30,39,31,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,8,1,50,37,4,5,37,25,40,38,44,1,43,12,32,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
11,3,36,36,9,37,23,10,10,27,29,15,35,11,21,34,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0
11,11,11,7,14,19,7,35,5,37,10,7,4,36,30,12,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0
2,19,14,5,39,6,11,33,21,6,21,29,8,48,39,49,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0
48,24,9,32,20,23,18,15,12,40,24,16,27,49,28,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,16,35,49,19,7,36,12,31,33,20,32,48,19,19,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,12,33,11,22,21,12,49,7,37,34,17,16,13,26,41,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1
48,14,5,16,18,47,34,16,6,6,25,38,31,7,14,29,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0
47,13,50,24,30,46,6,29,46,12,41,42,30,44,33,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,39,47,34,49,23,6,48,49,50,46,10,6,2,19,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,8,26,22,4,43,10,44,45,18,43,5,28,20,5,34,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
32,8,5,43,39,48,23,10,32,22,32,9,19,32,8,14,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
8,16,39,27,28,34,45,15,4,45,43,29,44,40,17,41,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
15,43,47,6,14,3,30,43,40,42,39,17,6,19,37,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
7,21,4,3,13,38,39,3,28,34,40,26,43,38,20,37,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
41,46,40,3,5,12,12,36,18,41,33,7,12,33,39,42,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
19,42,40,4,5,2,46,22,29,50,2,24,19,37,34,39,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
46,2,46,41,10,28,15,31,18,10,31,47,14,19,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28,38,32,8,31,21,1,34,40,11,11,38,47,9,43,21,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1
42,42,27,16,20,41,46,19,34,41,35,27,12,16,46,39,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
31,26,17,12,24,24,31,2,16,13,31,48,1,7,14,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
16,21,17,16,6,3,35,29,50,25,50,22,43,15,9,43,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
7,13,44,43,10,27,8,11,38,1,12,9,24,29,3,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
22,47,38,41,29,12,20,11,38,36,22,13,46,34,43,49,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
7,4,9,8,37,42,18,30,37,2,38,32,2,13,44,32,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
21,15,13,50,46,10,27,35,10,11,50,43,5,5,3,40,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0
37,43,38,21,40,26,21,34,13,26,20,40,18,17,18,21,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
50,20,24,21,15,10,36,44,30,18,24,27,8,45,28,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
45,24,31,10,19,21,6,30,14,7,19,26,48,17,49,15,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
44,43,39,23,24,13,44,2,13,10,28,25,10,33,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,19,31,45,40,50,32,32,36,37,32,17,14,43,34,15,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
6,2,25,44,31,39,33,1,20,8,23,47,5,38,1,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4,26,49,37,7,45,49,8,40,3,11,37,7,34,14,25,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0
40,43,49,27,19,6,23,20,36,48,33,22,7,27,42,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
32,35,26,45,41,28,37,28,45,27,31,13,7,46,8,39,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0
9,26,45,34,12,3,35,34,20,28,28,34,44,5,45,13,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
25,13,2,48,27,18,22,39,22,26,24,35,37,45,49,43,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
44,30,46,34,7,22,22,36,36,47,43,7,7,31,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14,3,34,10,9,50,12,24,5,2,49,9,40,27,18,42,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
34,33,14,25,22,29,27,13,50,11,19,2,34,21,32,26,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
18,49,25,40,17,42,8,4,6,4,48,13,49,47,11,49,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
2,17,34,31,30,32,50,23,13,4,22,10,46,30,3,21,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
27,22,9,14,1,17,27,12,38,47,38,1,33,41,13,35,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
21,35,9,33,33,49,12,25,37,25,10,43,13,21,23,17,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1
3,7,23,42,48,25,24,33,39,27,31,45,14,48,42,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17,9,3,3,22,42,6,37,1,3,34,16,32,7,1,31,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
33,7,20,48,33,39,45,24,4,22,49,11,50,11,6,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
47,5,7,7,36,26,37,26,33,2,32,28,22,5,50,17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
38,22,19,6,11,19,14,16,28,47,36,4,45,9,3,41,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
23,26,3,20,16,29,7,14,2,14,32,42,37,8,45,13,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
3,7,40,37,1,44,31,4,39,24,42,16,49,38,6,13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
10,28,9,34,1,32,47,21,31,26,40,39,34,27,25,26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
46,47,17,30,42,23,10,36,25,8,6,11,17,28,47,9,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
3,21,17,24,1,46,42,26,14,3,45,39,16,24,21,47,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
26,35,6,22,31,11,36,35,44,24,34,40,19,7,2,21,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1
42,42,26,19,2,41,23,28,47,1,6,31,13,3,19,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,28,14,14,28,26,42,46,13,46,14,4,4,6,24,36,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
35,34,45,16,38,43,43,31,27,21,30,34,41,11,30,14,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
6,24,17,15,30,2,9,3,3,46,31,46,47,45,23,16,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
39,4,45,45,29,39,43,29,12,16,24,5,39,25,9,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
35,4,36,47,43,1,35,19,5,48,8,9,40,19,50,4,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
34,23,2,37,14,16,45,15,4,39,25,8,43,44,44,50,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
31,29,13,7,26,8,50,49,48,50,20,14,49,7,43,40,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5,1,40,11,50,30,47,45,49,19,47,7,38,2,23,46,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29,17,20,31,39,13,5,13,40,47,32,2,48,19,17,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
6,4,36,32,20,16,24,14,35,3,41,37,31,29,12,50,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0
42,45,31,49,42,36,31,22,16,15,23,50,24,48,41,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
46,1,38,5,45,33,7,47,22,49,22,19,26,16,24,44,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14,46,39,13,16,10,32,37,30,1,9,31,16,37,22,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
45,6,33,32,11,47,22,6,19,20,39,15,25,27,26,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25,5,12,37,25,33,33,36,22,16,9,44,1,15,25,3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
30,27,4,17,21,13,2,16,47,13,1,39,1,36,26,44,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
23,15,49,28,26,12,3,16,48,46,17,43,35,22,18,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
40,29,19,9,11,13,42,6,49,23,3,33,47,14,11,50,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
28,23,22,38,15,44,2,7,47,7,32,41,48,7,13,48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,9,4,7,19,4,18,16,7,30,39,47,26,49,14,34,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0
25,4,47,47,2,46,5,7,19,42,36,43,9,15,50,21,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
47,24,27,11,15,6,23,50,34,9,5,18,1,17,14,19,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
45,23,28,25,33,22,1,22,4,23,8,15,50,8,34,32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19,44,47,15,2,16,13,12,40,12,45,44,37,18,32,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1,20,45,44,49,24,48,24,31,9,10,11,39,24,49,32,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33,39,44,48,10,29,35,35,33,20,29,39,39,2,32,26,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
37,24,13,7,45,42,4,34,20,31,13,12,21,16,12,32,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
31,40,15,28,24,9,23,4,25,8,16,13,9,49,14,31,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
45,9,16,16,4,49,23,7,10,9,34,34,4,19,8,22,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
42,29,38,49,7,36,48,46,32,41,37,36,21,9,48,41,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1
15,34,41,5,15,17,11,12,3,46,49,2,25,39,28,45,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0
40,36,46,37,22,43,6,49,11,44,28,5,30,38,46,21,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
22,10,29,4,18,17,10,3,44,38,46,11,20,38,50,17,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
21,7,18,34,35,8,31,35,34,10,42,7,22,36,10,11,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
11,12,41,4,47,4,37,34,36,48,33,26,21,38,37,49,1,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0
3,46,8,24,1,45,34,17,33,12,1,23,24,27,14,26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
37,3,43,46,15,45,48,35,29,6,17,14,45,10,1,22,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
34,48,40,12,10,43,10,32,15,29,15,10,31,39,16,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,20,33,32,8,35,29,2,13,26,22,25,41,41,7,28,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
7,24,33,42,50,27,25,40,25,14,49,37,8,10,8,42,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
42,36,11,41,42,7,10,12,47,25,32,1,13,17,25,3,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
18,42,39,16,46,32,40,17,22,45,46,3,30,6,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30,12,32,33,41,18,38,9,41,15,25,38,15,49,17,32,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0
36,22,3,1,39,23,36,4,46,48,6,5,12,34,1,48,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
32,27,45,38,17,43,5,44,16,24,22,4,8,12,5,14,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1
