"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
40,11,4,37,44,36,47,27,0,1,0,0,1,0,0,0
31,49,43,23,47,11,41,35,0,0,0,1,0,1,0,0
40,49,10,35,4,35,44,44,0,0,0,0,0,0,1,1
35,8,39,49,34,32,15,1,0,0,0,0,0,0,0,0
33,22,47,33,14,42,18,40,0,0,0,0,0,1,1,0
27,17,2,26,39,18,36,7,0,0,0,1,0,1,0,0
39,12,30,46,19,31,2,42,0,0,0,0,0,0,0,1
30,28,21,43,47,45,35,27,0,0,1,0,0,0,0,0
9,45,33,26,11,42,19,28,0,0,0,1,1,1,0,0
36,31,13,16,21,15,32,42,0,0,0,0,1,0,0,1
41,1,30,4,24,5,1,5,0,0,0,0,0,1,0,1
30,49,32,30,45,12,27,35,0,0,0,0,0,0,0,0
25,19,21,50,27,3,20,38,0,0,1,0,0,1,0,0
6,30,27,27,38,20,47,4,0,0,0,0,0,0,0,0
18,20,16,37,15,42,42,38,1,0,0,0,0,1,1,0
49,46,40,14,20,16,17,36,0,0,0,0,0,0,0,0
11,19,35,14,47,48,2,42,1,0,0,0,0,0,0,1
3,30,29,27,19,33,28,2,1,0,0,0,0,0,0,0
38,48,30,6,31,48,28,30,0,0,0,0,0,0,0,0
3,17,16,5,33,8,30,48,1,0,0,1,0,0,0,0
7,8,18,14,47,34,12,39,0,0,1,0,0,0,0,0
29,49,36,39,13,36,30,27,0,0,0,0,0,0,0,0
23,18,17,40,4,15,1,25,1,1,0,0,0,0,0,0
6,15,13,27,15,17,12,11,0,0,0,0,0,0,0,1
44,5,47,50,6,7,10,22,1,1,0,0,0,0,0,0
40,12,25,1,45,6,34,23,0,0,0,0,0,0,0,1
40,41,21,42,15,44,41,33,0,0,1,1,0,1,0,0
24,16,45,30,25,8,23,43,0,0,0,0,0,0,1,0
50,36,44,14,45,41,7,45,0,0,1,0,0,0,0,0
22,2,1,38,48,49,11,39,0,0,0,0,0,0,1,0
44,4,49,30,50,3,2,50,1,0,0,0,0,1,0,0
28,1,46,6,43,31,11,36,0,0,0,0,0,0,1,0
33,28,33,19,47,34,29,49,0,0,0,0,0,0,0,0
38,41,43,40,4,25,2,16,0,0,0,0,0,0,0,0
43,27,8,3,40,4,25,5,0,0,0,1,0,0,0,1
32,3,6,50,4,25,28,38,0,1,0,0,0,0,0,0
22,17,49,26,41,41,14,48,0,0,0,1,0,0,0,0
48,50,37,9,11,14,6,19,0,0,0,0,1,0,0,0
24,33,5,27,39,7,7,18,0,0,1,0,0,0,0,1
23,37,13,33,25,27,20,49,1,0,0,0,0,0,0,0
21,19,28,48,7,27,42,8,1,0,0,0,0,0,1,0
5,4,23,50,33,45,23,48,1,0,1,0,0,0,1,0
4,46,40,15,23,43,50,38,0,0,0,0,1,0,0,0
30,37,45,37,18,44,6,26,0,0,0,0,1,1,0,1
44,43,15,5,6,29,3,37,1,0,0,1,0,0,1,0
37,24,4,49,42,39,26,18,0,0,0,0,1,0,1,1
35,22,20,12,4,48,7,17,0,0,0,0,0,0,0,0
35,18,11,20,29,29,19,24,0,1,1,0,0,0,0,0
9,48,43,50,35,13,1,47,0,0,0,0,0,0,0,0
44,18,41,5,43,46,1,33,1,1,0,1,0,0,0,0
40,5,46,31,21,34,50,27,0,1,0,0,1,0,0,0
49,23,6,31,42,21,29,36,0,1,0,0,1,1,0,0
50,37,48,31,26,18,40,17,0,0,0,0,1,1,0,0
2,45,32,3,15,15,40,18,0,0,0,1,0,0,0,1
15,15,15,10,13,50,48,8,0,0,0,0,0,0,0,0
19,35,45,5,21,35,37,1,0,0,0,1,1,0,0,0
10,5,3,40,16,32,6,3,0,1,1,0,0,0,0,1
5,35,46,1,40,27,19,5,1,0,0,0,0,0,0,1
35,47,50,45,29,7,42,50,0,0,0,0,0,0,1,0
45,5,34,19,23,35,37,8,0,1,0,0,1,0,0,0
7,33,10,43,30,40,32,24,0,0,0,0,0,0,0,0
45,48,27,35,44,48,14,3,0,0,0,0,1,0,0,1
28,37,39,4,49,36,26,27,0,0,0,0,0,0,1,0
38,11,39,48,15,14,33,3,0,1,0,0,0,0,0,1
47,15,9,35,36,38,45,42,0,0,0,0,0,0,0,1
35,10,1,8,36,29,16,6,0,0,0,0,0,0,0,0
4,27,13,31,13,38,46,20,0,0,0,0,0,0,0,0
25,45,36,20,28,9,12,12,0,0,0,0,0,0,0,0
10,22,18,32,22,26,47,14,0,0,1,0,0,1,0,0
8,26,19,36,22,33,32,5,0,1,0,0,0,0,0,1
13,44,48,29,34,23,36,36,0,1,0,0,0,1,0,0
45,29,25,39,24,28,31,28,0,0,0,0,0,0,0,0
2,17,47,29,28,22,16,20,0,0,0,0,0,0,0,0
8,34,37,24,42,43,40,9,0,0,0,0,1,0,0,0
27,29,28,11,44,13,27,33,0,0,0,1,1,0,0,0
3,21,10,39,3,21,44,36,1,1,0,0,1,1,1,0
8,5,47,4,40,18,49,21,0,1,0,0,0,1,0,1
5,20,44,47,33,8,10,11,1,0,1,0,0,0,0,1
36,37,27,41,16,24,34,49,0,0,0,0,0,0,0,0
41,23,19,34,15,5,9,3,0,1,0,0,0,1,0,1
45,37,42,5,42,28,9,50,0,0,1,1,1,0,0,0
23,7,3,44,37,24,4,36,1,0,1,1,0,0,0,0
5,40,27,29,47,39,15,16,1,0,0,0,0,0,0,0
17,1,23,40,21,21,38,29,0,0,1,0,1,1,0,0
30,4,6,34,9,2,22,15,0,0,0,0,0,0,0,0
26,29,29,9,28,31,37,22,1,0,0,0,0,0,0,0
14,49,16,45,20,19,28,47,0,0,0,0,0,0,0,0
43,36,19,14,45,24,21,4,0,0,0,0,0,0,1,0
9,13,43,3,46,14,27,44,0,0,0,1,0,0,0,1
20,3,36,4,38,39,21,1,0,1,0,0,0,0,1,0
26,24,22,37,48,11,15,26,1,0,0,0,0,1,0,1
44,8,31,31,7,33,37,15,1,0,0,0,0,0,0,0
7,45,48,2,6,29,23,6,0,0,0,0,0,0,1,0
42,19,47,16,15,16,29,10,1,0,0,0,0,0,0,0
49,10,23,10,37,24,27,8,0,0,1,0,0,0,0,0
20,48,14,25,27,22,9,26,0,0,0,0,0,0,0,1
22,27,42,30,33,46,7,15,0,0,1,0,0,0,0,0
44,6,40,23,48,46,11,10,1,0,0,1,0,0,1,0
43,41,35,28,15,37,9,12,0,0,0,0,0,0,0,0
40,47,11,19,40,24,8,21,0,0,1,0,0,0,0,1
36,46,7,34,1,37,38,12,0,0,0,0,0,0,0,0
18,29,8,44,8,38,31,14,1,0,0,1,0,0,0,0
5,35,15,21,8,29,19,15,1,0,0,1,0,0,0,0
17,2,2,12,3,24,15,17,0,0,0,0,1,0,0,0
42,2,32,19,12,6,48,29,1,0,0,0,0,0,0,0
2,47,12,47,5,29,14,28,0,0,0,0,1,0,0,0
39,9,21,30,37,49,2,7,0,0,1,0,0,0,0,0
33,47,42,34,2,27,42,9,0,0,1,0,0,0,1,0
39,21,21,1,1,33,45,26,0,1,1,0,0,0,0,1
40,12,47,31,40,27,16,36,0,0,0,0,0,0,0,0
6,48,12,10,35,15,37,19,0,0,0,0,0,0,0,0
44,13,19,28,13,7,10,27,1,0,0,0,0,0,0,0
48,4,39,22,43,18,23,22,0,0,0,0,0,1,1,0
30,45,18,33,7,43,12,48,0,0,1,0,0,0,0,0
3,49,35,45,15,38,3,22,1,0,0,0,0,0,1,0
1,45,3,32,13,35,50,23,0,0,1,0,0,0,0,1
37,8,20,21,24,1,9,40,0,0,0,1,0,0,0,0
48,35,30,5,13,26,21,39,0,0,0,1,0,1,1,0
7,2,39,41,46,24,11,20,0,0,0,0,0,0,1,0
33,23,13,32,31,20,35,35,0,1,0,0,0,0,0,0
14,1,15,21,27,41,39,23,0,0,0,1,0,0,0,1
41,44,30,14,43,30,7,2,0,1,0,0,0,0,0,0
25,8,34,9,41,3,30,34,0,0,0,0,0,1,0,0
50,20,15,23,35,19,34,4,0,0,0,1,0,0,0,0
50,7,4,31,46,6,1,22,0,0,0,0,0,0,0,0
29,10,39,17,8,29,1,13,0,0,0,0,0,0,0,0
1,36,29,25,3,9,33,29,0,0,0,0,1,0,0,0
8,29,23,38,47,1,29,11,0,0,1,0,0,0,0,1
10,18,40,40,29,42,7,22,0,1,0,0,0,1,0,0
13,19,12,21,1,10,27,17,0,0,0,1,0,0,0,0
22,34,4,31,26,3,17,24,0,0,0,0,1,1,0,0
8,9,48,13,2,37,2,45,0,0,0,0,0,0,0,0
2,13,28,11,48,20,35,29,0,0,0,1,0,0,0,0
30,13,18,15,49,41,24,1,0,0,1,0,0,0,0,0
35,15,11,26,6,25,12,1,0,0,1,1,0,0,0,0
39,12,26,42,17,30,36,30,0,0,1,1,0,0,0,0
47,9,47,46,42,21,15,30,0,0,0,0,1,1,0,0
42,8,30,45,20,16,10,1,1,0,0,0,0,0,0,0
49,45,36,43,40,16,5,26,0,0,0,0,0,0,1,1
42,36,38,17,46,41,39,24,1,0,0,0,0,0,0,0
14,35,47,27,9,26,30,12,0,0,0,0,0,1,0,0
50,48,10,8,3,29,32,48,0,0,0,0,1,0,0,0
34,19,29,22,44,50,39,27,0,0,0,0,1,0,0,0
45,43,13,21,50,40,25,6,0,0,0,1,0,0,0,0
42,20,4,1,18,16,38,6,1,0,0,0,1,0,0,0
36,24,1,11,25,13,25,36,0,0,0,1,0,0,0,0
15,50,17,26,6,48,2,19,0,0,0,1,0,0,0,0
23,46,1,33,13,46,8,24,1,0,0,0,0,0,0,0
38,29,48,1,28,47,16,37,0,0,0,0,0,0,0,0
26,24,10,27,36,17,45,46,1,0,0,0,0,0,0,0
39,35,2,38,28,13,36,17,0,0,0,0,0,0,0,0
17,13,3,12,14,10,42,20,0,0,1,0,0,0,1,0
22,38,38,45,9,25,6,24,0,0,0,0,0,0,0,0
40,25,17,18,35,5,4,46,0,0,0,1,0,1,0,0
9,5,8,1,33,47,2,7,0,1,0,0,0,0,0,0
10,21,39,41,38,14,36,7,0,1,0,0,0,0,0,0
13,41,8,13,30,9,10,5,0,0,0,0,0,0,0,1
27,12,11,4,41,39,43,1,0,0,1,0,0,0,0,0
20,40,47,26,32,46,50,41,0,0,0,1,0,0,0,0
34,31,42,23,32,13,47,3,0,0,1,1,0,0,0,1
29,23,4,7,12,7,43,44,0,1,0,0,0,0,0,1
2,27,13,17,2,37,26,10,0,0,0,0,0,0,1,0
17,36,18,26,4,15,26,33,0,0,1,1,0,0,1,0
16,16,14,23,47,50,43,20,0,0,0,1,0,0,0,0
35,8,21,39,44,13,5,41,0,0,1,0,1,0,1,0
50,46,32,24,14,7,25,19,0,0,0,0,0,0,0,0
11,36,14,24,47,46,28,50,1,0,0,0,0,0,0,0
6,11,15,20,35,40,50,4,0,1,0,0,0,0,0,0
24,46,38,25,46,35,36,47,0,0,0,0,0,0,0,0
38,21,33,20,11,41,18,34,0,1,0,0,1,0,1,0
47,20,42,39,12,34,35,14,0,0,1,0,0,0,0,0
5,11,6,37,44,50,20,2,1,1,0,0,1,0,0,0
33,15,32,40,28,10,36,12,0,0,0,0,0,0,0,0
41,34,19,42,23,25,50,50,0,0,0,1,1,0,0,0
28,27,4,43,26,9,41,25,0,0,0,0,1,0,0,0
26,13,10,16,24,30,9,35,1,0,0,0,0,0,0,0
47,31,6,32,41,29,50,39,0,0,0,0,0,0,0,0
42,22,25,9,22,24,4,20,1,0,0,0,0,0,0,0
32,29,19,12,50,34,11,24,0,0,0,0,0,0,1,0
21,14,11,41,10,9,44,46,1,0,1,0,0,0,1,0
31,22,15,13,7,5,25,23,0,0,0,0,0,1,0,1
35,27,8,29,19,33,1,15,0,0,0,0,0,0,0,0
13,2,28,30,37,47,30,19,0,0,0,0,0,0,0,0
23,7,48,7,18,7,33,27,1,0,0,0,1,0,0,0
1,32,35,14,46,39,38,28,0,0,0,0,0,0,0,0
42,35,11,39,40,12,35,35,1,0,1,0,0,0,0,0
33,38,9,12,6,24,13,6,0,0,0,0,0,0,0,0
9,43,50,13,1,32,36,22,0,0,0,0,0,0,0,0
12,22,50,31,49,40,14,30,0,0,0,0,0,0,0,0
2,10,13,1,8,25,12,8,0,0,0,0,0,0,0,0
26,20,24,31,8,38,31,32,1,0,0,0,0,0,0,0
17,19,39,21,23,44,47,19,0,0,0,1,1,1,0,0
18,13,20,45,39,4,23,3,1,0,0,0,0,0,1,1
37,8,50,30,28,29,8,23,0,0,0,0,0,0,0,1
12,24,6,1,42,46,12,9,0,0,0,0,1,0,0,0
16,31,2,41,20,22,35,20,0,0,0,0,0,0,0,0
47,21,15,15,7,31,49,46,0,1,0,0,0,0,0,0
22,12,38,43,38,10,43,5,0,0,0,0,0,0,0,1
31,4,35,34,47,26,18,15,0,0,0,0,0,1,1,0
42,4,21,12,47,34,31,36,1,0,1,0,0,0,0,0
48,1,17,24,41,36,14,9,0,0,0,0,0,0,0,0
39,28,3,43,8,29,31,2,0,0,1,0,0,0,0,0
7,34,47,35,45,36,34,45,0,0,0,0,0,0,0,0
10,5,13,12,15,46,48,46,0,1,0,0,0,0,0,0
5,36,12,38,22,48,6,24,1,0,0,0,0,0,0,0
43,46,45,39,38,34,42,17,0,0,0,0,0,0,1,0
40,20,26,16,10,36,23,33,0,0,1,0,0,0,1,0
46,4,11,11,15,43,30,49,0,0,1,1,0,0,0,0
13,40,12,37,31,38,40,27,0,0,0,0,0,0,0,0
47,35,10,46,29,11,16,3,0,0,0,0,0,1,0,1
8,45,19,43,12,46,47,48,0,0,0,0,0,0,0,0
50,22,21,39,35,2,6,47,0,0,1,0,0,0,0,0
43,11,42,48,32,44,32,44,0,1,1,0,0,1,0,1
46,27,13,32,8,39,7,17,0,0,0,0,0,0,0,0
33,40,4,2,36,10,33,23,0,0,0,0,0,0,0,1
28,23,12,8,48,19,35,39,0,1,0,0,0,0,0,0
13,26,49,49,15,1,8,6,0,1,0,0,0,0,0,0
6,22,46,42,2,17,20,29,0,0,0,1,0,0,0,0
27,7,34,40,30,32,43,46,0,0,0,0,0,0,0,0
27,15,5,16,10,28,29,4,0,0,1,0,0,0,0,0
29,8,40,18,50,50,10,39,0,0,0,1,0,0,0,0
48,18,23,36,14,39,31,49,0,1,1,0,0,0,0,0
25,34,15,12,20,33,19,10,0,0,0,0,0,0,0,0
37,13,22,9,37,6,9,9,0,0,0,0,0,0,0,0
4,49,3,6,21,46,22,35,0,0,1,0,1,0,0,0
25,39,30,43,11,9,40,9,0,0,0,0,1,0,0,0
47,43,8,44,1,12,27,2,0,0,0,1,0,0,0,0
8,32,11,12,18,39,9,35,0,0,1,0,1,0,0,0
33,2,38,26,50,4,36,8,0,0,0,1,0,0,0,0
21,26,12,14,37,50,10,44,1,1,0,0,0,0,0,1
30,30,5,19,4,32,40,6,0,0,1,0,0,0,0,0
4,44,43,46,27,36,31,19,0,1,0,0,0,0,0,0
37,6,38,43,1,48,41,17,0,0,0,0,0,0,0,0
40,38,7,14,10,27,3,28,0,0,0,0,0,0,1,0
39,7,33,4,42,33,12,24,0,0,0,0,1,0,0,0
5,14,4,8,33,9,46,8,1,0,0,0,0,0,0,0
32,44,33,31,26,1,8,20,0,1,0,0,1,0,0,0
33,9,20,23,29,3,21,43,0,0,0,1,0,1,1,0
36,14,15,3,1,49,44,20,1,0,0,1,0,1,1,0
36,17,7,41,34,4,30,30,1,0,0,0,0,0,0,0
46,16,17,15,16,50,20,21,0,0,0,0,0,1,0,1
41,19,42,49,48,40,28,14,0,0,1,1,0,0,1,0
48,13,20,19,47,16,15,6,0,0,0,0,0,0,0,1
26,28,40,5,50,5,17,17,1,1,0,1,1,1,0,0
43,16,28,38,12,21,7,13,0,0,1,0,0,1,0,0
41,31,35,46,19,17,34,36,0,0,0,0,0,0,0,1
4,2,1,34,13,48,7,43,0,0,0,0,0,0,0,0
32,45,26,31,40,31,15,16,0,0,1,0,0,0,0,0
34,30,5,13,22,6,30,26,0,0,1,0,1,1,0,1
34,39,27,47,48,20,36,48,0,1,0,0,0,0,1,0
5,27,45,13,33,39,20,20,1,0,0,0,0,1,0,0
22,9,7,43,31,23,5,18,1,0,0,0,0,1,1,1
40,7,19,34,48,31,48,41,0,0,0,0,0,0,0,0
21,32,6,31,17,28,23,43,1,0,1,0,0,1,1,0
28,25,20,35,12,32,8,50,1,0,0,0,0,0,1,1
10,38,48,11,13,30,27,25,0,0,0,1,0,0,0,0
6,4,11,7,14,36,35,50,1,0,1,0,0,1,0,1
26,43,29,16,35,40,2,37,1,0,1,0,0,0,0,0
39,47,1,23,3,5,14,25,1,0,0,1,1,1,0,0
7,50,44,25,36,13,34,6,0,1,1,0,1,0,0,1
13,50,32,5,26,40,36,10,0,1,0,1,1,0,1,0
13,31,40,18,29,40,16,13,0,0,0,1,1,0,0,0
50,21,32,39,48,38,6,30,1,1,0,1,0,0,1,0
22,43,14,36,36,48,49,33,1,0,0,1,1,0,1,0
44,26,25,10,40,40,30,25,1,1,0,0,0,0,0,0
30,31,21,31,10,6,13,41,0,0,1,0,0,1,0,0
35,37,41,13,18,31,2,42,0,0,0,0,1,0,0,1
15,49,47,4,18,39,4,44,0,1,0,0,1,1,0,1
27,19,13,33,34,31,4,31,0,0,0,0,0,0,0,0
43,41,49,28,35,9,30,17,0,0,1,1,0,0,0,0
33,25,11,21,7,6,18,27,0,0,1,1,0,1,1,0
16,30,21,46,46,16,12,36,0,0,1,0,0,0,0,1
28,6,13,43,46,41,23,43,1,1,0,0,0,0,1,0
5,38,46,16,4,16,23,5,1,0,0,0,0,0,1,1
37,27,40,24,26,16,6,29,0,0,0,0,1,0,1,1
3,21,27,32,38,28,11,11,1,1,0,0,0,1,1,1
1,29,40,31,35,11,45,17,0,1,0,0,0,1,0,0
12,30,34,10,5,36,45,36,0,0,0,0,1,1,0,1
22,37,33,8,26,48,21,49,1,0,0,1,1,0,1,1
15,44,35,3,31,13,22,7,0,1,0,1,0,0,1,0
3,14,45,7,39,34,40,46,1,0,0,0,1,0,0,0
26,1,17,44,43,14,4,18,1,0,0,1,0,0,0,1
11,24,17,31,20,12,46,24,1,0,0,0,0,0,0,0
32,46,27,30,31,9,31,11,0,0,0,0,0,0,0,1
31,13,7,46,21,9,45,18,0,0,0,0,1,0,0,1
50,49,25,25,18,14,14,13,1,1,0,0,1,0,0,0
33,33,31,49,45,14,29,46,0,0,0,1,0,0,1,0
39,5,50,21,20,50,17,8,1,1,1,1,0,1,0,1
13,15,16,40,29,34,9,41,0,0,0,0,1,0,0,0
49,9,36,11,39,2,44,7,1,0,1,1,1,0,1,0
32,49,7,36,16,12,35,34,0,1,0,1,0,0,0,0
42,34,7,36,15,28,38,46,1,0,0,1,0,1,0,0
42,15,4,34,22,8,35,26,1,0,0,0,1,1,0,1
47,41,45,20,48,18,37,21,0,0,0,0,0,1,0,1
8,22,9,1,20,41,18,26,1,1,0,0,0,0,1,1
41,10,21,18,31,7,33,4,0,0,1,1,0,0,0,0
28,21,30,24,1,42,47,32,1,1,0,0,0,1,0,0
9,25,26,28,1,3,7,47,0,0,1,1,0,1,0,0
46,7,7,1,22,35,43,42,0,0,0,0,1,0,0,1
1,7,38,1,13,28,14,44,0,0,0,0,0,1,0,1
43,29,26,25,36,32,12,11,0,1,1,0,1,0,0,1
4,10,41,38,18,50,36,47,0,0,0,0,1,1,1,0
21,31,25,16,1,26,7,32,1,0,0,0,0,1,0,0
16,44,44,26,49,1,45,29,0,1,1,1,1,0,0,1
42,22,1,30,24,42,49,28,1,1,0,0,0,1,1,1
45,43,46,42,23,44,22,13,0,0,0,1,1,1,1,0
5,13,8,24,15,10,10,40,1,0,1,0,0,0,0,0
24,16,5,50,15,26,30,49,0,0,1,1,0,1,0,1
33,30,13,28,21,39,25,29,0,0,0,1,1,1,0,1
33,7,23,36,38,20,9,40,0,0,1,1,0,0,0,0
25,23,21,48,18,5,35,31,0,1,1,0,1,1,0,0
9,34,7,28,4,34,31,14,0,0,0,1,0,0,0,0
16,48,4,36,8,2,19,44,0,0,0,1,1,0,0,1
13,47,26,44,20,23,5,46,0,0,1,1,0,1,1,0
4,9,11,33,25,11,1,3,0,0,1,0,0,1,0,1
17,46,11,13,28,49,1,30,0,0,1,0,1,1,0,0
33,33,24,39,1,8,44,17,0,0,0,1,0,1,1,0
47,2,17,4,6,16,14,38,0,0,0,0,1,0,0,0
22,45,34,44,6,30,6,26,1,0,0,1,1,0,1,1
40,13,25,15,45,15,29,50,0,0,0,0,0,0,1,1
38,28,45,49,46,20,43,9,0,1,0,1,0,0,0,0
8,45,17,49,46,3,37,24,1,0,0,1,0,1,0,0
47,8,41,38,8,22,23,43,0,1,0,0,1,1,1,0
12,33,1,23,28,31,28,40,0,0,0,1,1,0,1,0
7,7,18,40,45,34,16,30,0,0,1,0,0,0,0,0
22,45,16,30,44,8,48,32,1,0,0,0,1,1,0,0
37,38,10,3,7,23,20,13,0,0,0,1,0,1,0,0
14,34,13,19,45,17,13,26,0,0,0,0,0,0,0,1
4,28,25,44,14,7,21,22,0,1,0,1,0,0,1,1
42,23,10,41,6,5,38,40,1,1,0,0,1,1,0,0
16,18,11,32,27,30,24,50,0,1,1,0,0,0,0,1
36,37,19,7,8,47,22,5,1,0,0,0,1,0,1,1
1,18,18,29,34,2,21,6,0,1,1,1,0,0,1,1
31,13,25,3,3,13,32,46,0,0,0,1,1,0,0,0
2,35,20,9,38,4,2,32,0,0,0,0,0,0,0,0
1,24,15,16,46,5,41,21,0,0,0,0,0,1,0,1
12,22,49,41,7,34,1,26,0,1,1,0,0,0,0,1
46,25,31,40,36,9,35,8,0,0,0,0,1,0,0,1
37,11,12,45,1,14,19,5,0,1,0,0,0,0,0,1
2,18,47,48,33,40,1,49,0,1,0,0,0,0,0,1
5,50,22,14,41,18,3,34,1,1,1,0,0,1,1,0
44,50,28,41,18,25,21,37,1,1,1,0,1,0,1,0
4,40,28,25,21,12,17,12,0,0,1,0,1,0,0,0
15,6,19,2,18,3,35,30,0,1,0,0,1,1,0,0
16,34,31,42,11,33,37,12,0,0,0,1,1,0,0,0
19,21,25,26,14,39,25,27,0,1,0,1,0,1,0,0
28,36,14,7,45,26,43,44,1,1,0,0,0,1,0,1
7,28,43,22,37,23,49,6,0,1,0,1,0,1,1,1
49,29,50,45,39,31,26,47,1,1,1,0,1,0,1,0
44,13,24,44,41,23,37,11,1,0,0,1,0,1,0,1
28,3,36,3,41,15,26,18,1,1,1,1,0,0,1,1
16,43,16,29,35,36,31,4,0,0,0,1,0,1,0,0
24,38,22,21,10,4,50,25,0,0,1,1,0,0,1,0
18,12,44,13,25,5,5,11,1,0,1,0,0,1,1,1
33,31,45,18,41,37,12,28,0,0,0,1,0,0,0,1
30,24,49,49,41,12,3,12,0,0,1,1,0,0,1,0
30,38,3,27,40,36,26,38,0,0,1,0,0,1,1,0
33,48,9,8,35,4,21,24,0,0,0,1,0,0,1,0
12,33,36,29,3,39,8,40,0,0,1,1,1,1,1,0
25,11,48,3,40,28,29,12,0,1,0,1,0,1,1,0
47,43,12,46,27,3,16,41,0,0,0,0,0,1,0,0
5,49,42,2,2,4,25,27,1,1,1,0,0,0,0,0
10,1,8,49,29,1,42,44,0,0,1,1,1,0,1,1
7,6,39,4,29,29,50,1,0,1,1,0,1,1,1,0
8,5,14,37,47,5,5,26,1,1,0,0,0,1,1,1
15,38,1,36,50,30,6,11,0,0,0,1,1,0,1,1
26,6,6,15,50,8,44,29,1,1,1,0,1,1,1,1
21,20,35,14,40,14,23,15,1,0,0,0,0,0,1,0
13,6,16,5,48,42,13,18,0,1,0,1,0,1,0,1
42,37,38,1,36,22,34,15,1,0,0,0,1,1,0,0
42,37,12,6,37,27,32,32,1,0,0,1,0,0,0,0
16,3,32,24,36,41,25,33,0,1,0,0,1,0,0,0
26,39,14,47,41,27,13,1,1,1,0,0,0,0,0,0
8,33,4,21,42,37,10,40,1,0,0,1,1,0,0,0
36,7,35,28,7,1,30,5,1,0,0,1,0,0,0,1
28,16,34,45,44,47,28,49,1,0,0,0,1,0,1,1
49,5,16,14,33,26,29,6,1,1,0,0,0,1,1,1
26,1,50,21,3,3,9,20,1,0,1,1,1,1,0,0
31,45,15,8,28,40,27,27,0,0,0,1,1,0,0,0
47,16,39,34,30,47,39,27,0,0,1,0,0,0,1,0
49,33,35,14,20,32,23,19,1,0,0,0,0,0,1,0
16,38,20,32,8,32,16,25,0,0,0,0,1,0,0,0
24,20,48,8,30,48,27,10,0,0,0,1,0,0,0,0
31,12,3,33,13,21,13,13,0,0,1,0,0,1,0,0
11,45,4,17,9,47,34,38,1,0,0,0,0,0,0,0
47,40,44,2,16,48,18,17,0,0,1,0,0,0,1,0
45,4,50,11,49,4,4,32,0,0,1,1,1,0,0,0
33,42,45,38,18,41,22,35,0,1,0,0,1,0,1,0
9,50,25,22,1,8,15,28,0,1,0,1,0,1,0,1
1,48,8,32,3,34,7,49,0,0,1,0,1,0,0,1
31,50,27,14,34,13,11,24,0,1,0,0,0,0,1,0
39,9,43,16,3,24,40,19,1,0,0,0,1,0,0,0
27,40,13,31,19,39,18,38,0,0,0,0,0,1,1,0
11,3,50,36,9,35,41,14,1,1,1,1,0,0,0,0
38,36,37,29,31,50,26,37,0,1,0,1,0,1,1,0
6,4,15,37,23,30,4,14,1,0,0,0,1,0,0,0
34,33,34,45,19,13,37,43,0,0,0,0,0,0,0,0
40,35,30,18,37,27,1,36,0,0,0,1,0,0,0,1
42,31,48,38,21,11,49,15,1,0,0,0,1,1,1,0
34,26,35,31,27,18,26,8,0,1,0,0,0,1,1,1
29,38,24,25,48,21,21,28,1,0,0,0,0,1,1,1
39,15,17,27,49,1,25,31,1,0,0,0,1,0,0,0
29,37,36,38,22,40,29,12,1,0,1,0,1,0,1,0
6,2,46,23,20,5,8,25,1,0,0,1,0,1,1,0
27,29,27,33,38,2,6,25,0,1,0,0,0,0,1,0
49,49,45,33,16,47,28,45,1,1,0,0,0,0,1,0
45,32,35,38,3,24,33,30,0,0,0,0,1,0,0,0
19,24,8,45,4,28,34,21,0,0,1,0,0,1,0,1
20,15,2,30,18,23,50,12,0,0,0,0,1,1,1,0
2,48,49,30,29,7,20,37,0,0,1,0,1,0,0,0
34,34,28,20,49,45,28,14,0,0,1,0,1,0,1,0
27,37,2,34,49,30,42,35,0,0,0,0,1,0,1,0
44,33,11,2,13,2,1,7,1,0,1,0,0,0,0,0
16,23,28,37,25,35,13,20,0,1,1,0,0,0,0,0
30,25,23,34,1,19,7,9,0,0,1,0,0,0,0,0
37,9,11,34,30,34,30,31,0,0,1,0,0,0,0,0
36,1,14,1,46,25,8,15,1,0,0,0,0,0,1,0
39,11,18,35,12,11,38,15,1,1,1,0,0,1,0,0
13,41,38,11,27,22,39,11,0,0,0,1,0,1,1,1
47,49,26,42,29,3,44,27,0,1,1,1,1,1,1,0
49,5,49,1,3,46,20,17,1,1,1,0,1,0,0,0
15,41,32,35,2,30,2,33,0,0,0,0,0,0,0,0
38,8,42,39,9,25,36,2,0,1,1,1,0,0,1,0
39,43,15,6,8,44,34,43,1,0,0,1,1,1,0,0
50,21,8,38,21,47,50,30,1,1,1,0,1,0,1,0
14,13,46,50,33,2,29,42,0,0,0,1,0,0,1,1
37,25,38,1,35,27,44,5,0,0,0,0,0,0,1,1
28,12,43,47,38,45,3,26,1,0,0,0,0,0,1,1
49,9,41,38,48,46,12,17,1,0,0,0,0,0,0,0
2,13,36,25,46,17,11,38,0,0,1,0,0,0,1,0
32,9,15,23,27,15,48,36,0,0,0,1,0,0,0,1
46,20,7,12,14,50,33,32,0,0,0,0,0,1,0,0
28,31,14,28,45,23,32,36,1,0,0,1,0,1,0,1
36,21,29,30,47,11,40,11,1,1,1,0,0,1,0,1
31,38,35,47,31,19,45,19,0,0,0,0,0,0,0,0
